LOCATION,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,POPULATION
"Gorey, Wexford",723.35,682.79,606.79,581.86,579.77,567.06,563.79,594.64,645.38,706.77,776.83,48743
Wicklow,1045.88,981.21,890.79,834.28,814.62,834.02,878.22,935.56,990.56,1064.29,1131.19,12120
"Arklow, Wicklow",852.15,800.38,725.18,709.47,687.3,652.34,653.11,685.7,751.24,841.89,931.67,36623
"Bray, Wicklow",1336.67,1177.82,1056.93,1001.44,1035.36,1082.56,1121.82,1164.73,1247.98,1331.31,1435.29,6431
Carlow,692.49,656.16,591.34,568.2,550.45,514.93,514.18,541.92,576.8,609.81,653.8,26237
Clare,630,599.87,540.14,477.19,460.04,480.6,463.91,454.5,479.43,518.4,579.58,13077
Cork,789.88,737.21,666.37,631.42,625.51,637.15,656.48,706.25,782.88,842.7,896.07,12528
Cork City,826.76,777.18,694.1,650.15,647.35,665.05,697.45,754.96,843.41,913.61,973.83,58821
"Blackpool, Cork",762.76,688.29,614.8,589.96,576.24,613.6,651.66,697.4,799.22,846.07,882.65,14949
"Douglas, Cork",901.37,869.64,768.05,718.44,733.19,778.44,822.12,918.74,982.07,1100.67,1186.55,31723
"Midleton, Cork",764.26,657.67,586.68,564.84,535.61,540.93,563.64,628.69,707.25,766.68,844.24,12149
"Balbriggan, Dublin",979.66,899.88,773.61,728.35,725.19,743.17,775.07,810.98,947.14,1041.04,1104.87,10223
"Lucan, Dublin",1115.41,1031.23,904.15,870.76,879.89,880.06,929.33,1003.67,1099.38,1178,1213.73,80887
"Monkstown, Dublin",1303.29,1180.31,1061.49,1090.95,1101.06,1047.55,1138.44,1270.79,1335.95,1472.16,1579,50108
"Swords, Dublin",1147.33,1040.71,934.02,904.97,911.6,928.48,973.76,1068.3,1155.45,1239.81,1319.19,55090
Dublin 1,1073.24,998.03,897.39,814.61,764.81,809.56,897.56,1002.07,1018.79,1050.2,1182.93,41832
Dublin 2,1398.21,1300.36,1232.05,1202.04,1195.2,1298.59,1325.51,1411.72,1574.43,1684.3,1783.61,41733
Dublin 3,1143.11,1028.95,896.48,853.78,877.18,917.54,992.74,1091.86,1169.77,1250.01,1343.36,19025
"East Wall, Dublin 3",1161.1,1024.73,890.42,840.5,859.43,908.76,989.8,1106.89,1204.27,1233.17,1305.73,15367
Dublin 4,1415.69,1290.37,1159.82,1137.67,1136.87,1217.07,1368.92,1487.9,1577.35,1680.34,1855.7,7411
"Ballsbridge, Dublin 4",1579.45,1410.56,1248.41,1212.87,1229.01,1270.34,1440.16,1703.85,1802.16,1819.02,1949.44,22955
"Donnybrook, Dublin 4",1414.82,1330.08,1205.66,1140.69,1099.73,1188.34,1443.38,1481.31,1580.09,1720.35,1882.45,37734
"Ringsend, Dublin 4",1201.18,1107.47,1035.04,1048.41,1003.73,1043.42,1212.79,1362.26,1445.5,1480.69,1660.85,14588
"Sandymount, Dublin 4",1484.18,1321.3,1172.84,1167.66,1196.32,1326.78,1458.06,1517.02,1574.83,1756.54,1978.06,16209
Dublin 5,1197.55,1108.18,993.52,952.7,963.7,1013.89,1047.68,1128.91,1191.65,1321.02,1382.12,27529
Dublin 6,1279.58,1202.79,1106.88,1047.78,1055.87,1111.28,1192.85,1247.4,1290.7,1412.29,1555,26688
"Ranelagh, Dublin 6",1444.05,1342.15,1218.82,1122.37,1145.74,1230.08,1280.23,1315.37,1371.24,1593.03,1753.86,22838
"Rathmines, Dublin 6",1132.53,1057.8,1024.51,980.38,911.76,1015.39,1039.01,1017.69,1082.19,1215,1364.76,18931
Dublin 6W,1191.31,1085.05,1015.41,996.87,988.85,1010.83,1061.08,1161.19,1271.92,1318.98,1397.71,81074
Dublin 7,1115.47,1041.3,929.33,867.07,877.93,910.96,979.26,1081.36,1180.07,1257.37,1332.26,28755
"Cabra, Dublin 7",1114.43,1058.4,973.4,908.02,868.63,887.63,943.99,1038.96,1146.55,1284.01,1359.36,35172
"Stoneybatter, Dublin 7",1213.68,1072.65,967.74,941.07,941.92,960,1068.88,1154.13,1243.41,1343.53,1414.37,8900
Dublin 8,1201.04,1083.77,966.46,938.3,950.84,975.33,1052.6,1158.55,1252.56,1368.46,1485.49,26272
"Inchicore, Dublin 8",1144.5,1019.43,863.15,855.88,856.52,871.03,949,1052.32,1188.74,1307.9,1374.49,29750
Dublin 9,1094.72,1006.87,924.67,883.57,910.63,950.53,1017.88,1101.1,1180.1,1262.84,1341.69,13564
"Drumcondra, Dublin 9",1070.67,1003.9,937.94,898.03,915.86,964.32,1044.05,1090.37,1199.47,1271.1,1339.79,16186
Dublin 11,1121.39,998.82,930.71,886.13,856.28,868.68,903.64,1003.29,1122.08,1198.45,1291.55,21106
Dublin 12,1181.24,1073.19,950.65,922.29,931.72,935.74,997.33,1076.56,1155.78,1227.81,1287.25,7960
"Crumlin, Dublin 12",1161.15,1071.42,932.59,907.1,918.34,920.64,962.39,1059.79,1146.06,1177.5,1265.94,13146
Dublin 13,1231.81,1129.16,984.08,962.07,975.98,1006.35,1051.18,1160.86,1238.96,1293.51,1447.95,103963
Dublin 14,1335,1228.15,1131.99,1069.78,1066.63,1114.03,1198.4,1296.16,1396.33,1502.38,1572.38,47456
Dublin 15,1111.52,1017.73,901.88,872.93,869.2,878.93,936.28,1033,1088.1,1161.68,1272.9,11738
"Clonee, Dublin 15",1076.79,977.55,892.16,876.21,881.55,877.87,928.26,1017.93,1065.25,1164.38,1276.25,35718
Dublin 16,1225.13,1142.78,1054.47,1015,990.13,1034.35,1153.71,1302.42,1428.54,1495,1676.75,6175
"Clondalkin, Dublin 22",1031.18,965.68,886.75,847.29,844.72,872.89,906.57,934,1009.83,1092.81,1164.61,25494
Dublin 24,1148.08,1019.63,881.7,876.7,849.79,833.39,905.62,1032.55,1124.91,1180.83,1196.52,12636
Galway,795.78,734.86,646.56,637.06,651.12,652.96,700.75,722.01,780.81,838.1,869.36,12202
Galway City,886.73,831.78,742.83,720.85,715.72,726.29,798.87,791.74,863.18,929.19,967.34,57223
Kerry,603.57,572.4,531.44,489.04,481.09,477.81,486.48,493.08,512.64,559.37,588.89,14488
"Tralee, Kerry",584.86,568.43,561.71,515.38,490.68,497.85,502.76,506.02,520.64,564.72,617.37,30868
Kildare,941.03,866.25,756.9,719.21,709.46,724.27,769.86,816.83,890.07,970.63,1028.31,11867
"Cobh, Cork",771.23,731.39,688.47,654.53,615.08,618.22,643.86,674.18,709.22,787.37,848.6,27146
"Douglas, Cork",1019.94,940.46,857.69,837.86,819.2,829.05,878.19,970.68,1073.13,1136.38,1183.97,14996
"Fermoy, Cork",707.66,657.86,594.02,577.21,550.82,534.74,550.76,588.57,647.49,694.53,749.73,335
"Glanmire, Cork",877.14,793.06,745.9,703.82,693.02,691.38,705.94,778.81,877.91,985.7,1028.81,7109
"Kinsale, Cork",937.42,874.34,815.63,781.07,745.57,751.23,754.19,781.2,892.46,1007.87,1060.15,2647
"Mallow, Cork",637.23,597.2,541.12,513.47,514.69,525.15,522,551.4,629.72,677.11,745.34,1472
"Midleton, Cork",813.46,716.61,636.81,614.91,599.58,611.07,631.58,693.3,756.22,813.98,877.41,1782
"Rochestown, Cork",1002.55,906.8,827.31,818.72,827.54,816.48,852.95,990.1,1102.12,1149.06,1174.32,1208
"Wilton, Cork",936.36,856.49,790.07,767.9,756.11,764.34,792.57,830.98,898.03,963.03,1042.23,1288
"Youghal, Cork",706.17,655.68,610.1,557.45,579.54,589.56,586.62,609.84,643.28,710.18,790.44,589
Donegal,540.05,520.19,496.5,457.41,428.36,415.22,415.79,427.53,441.55,465.14,486.14,499
"Letterkenny, Donegal",554.01,552.92,520.06,489.63,451.76,441.71,445.8,468.07,512.57,543.28,556.04,246
Dublin,1270.25,1151.46,1032.47,1002.14,1002.17,1023.06,1087.64,1178.36,1268.72,1360.01,1473.51,739
"Balbriggan, Dublin",1063.76,977.05,826.03,787.23,795.88,810.02,830.04,878.24,994.68,1094.77,1166.99,1139
"Blackrock, Dublin",1536.09,1393.54,1272.32,1238.52,1258.52,1299.78,1385.89,1503.52,1580.83,1694.61,1855.51,423
"Dun Laoghaire, Dublin",1271.76,1195.4,1124.05,1060.24,1078.47,1131.41,1193.47,1350.53,1492,1533.66,1580.8,518
"Lucan, Dublin",1203.58,1086.98,973.45,941.09,942.42,956.63,1009.57,1103.63,1192.08,1268.11,1453.1,1120
"Lusk, Dublin",1156.62,1031.33,900.89,870.79,875.46,877.62,934.85,1012.26,1078.61,1138.05,1225.12,991
"Malahide, Dublin",1571.63,1313.77,1212.37,1197.56,1220.61,1254.76,1356.86,1459.25,1525.74,1665.58,1814.69,7499
"Monkstown, Dublin",1366.24,1245.1,1199.51,1239.35,1219.54,1160.62,1265.79,1402.74,1476.53,1622.55,1727.27,764
"Skerries, Dublin",1108.75,1014.23,909.15,891.89,868.44,856.05,941.4,1023.41,1105.23,1184.52,1243.71,3055
"Stillorgan, Dublin",1521.62,1412.84,1259.33,1205.42,1257.14,1302.94,1396.09,1539.17,1675.79,1741.67,1863.75,533
"Swords, Dublin",1209.31,1097.72,982.08,956.54,972.79,976.78,1033.05,1134.13,1218.03,1303.54,1390.98,2522
Dublin 1,1145.17,1044.04,930.7,863.93,846.78,911.91,986.69,1085.27,1101.63,1151.31,1276.32,1020
Dublin 2,1551.89,1458.48,1367.68,1308.35,1316.33,1381.83,1418.76,1548.66,1676.81,1822.48,2073.36,991
Dublin 3,1297.73,1156.66,1018.93,971.67,978.79,1003.31,1098.39,1213.68,1290.94,1389.73,1508.63,282
"Clontarf, Dublin 3",1482.34,1350.04,1203.44,1158.49,1123.68,1154.68,1309.05,1396.93,1530.4,1664.25,1775.6,709
"East Wall, Dublin 3",1198.94,1051.95,940.28,883.07,896.24,929.39,1013.6,1135.35,1228.98,1264.93,1337.11,909
Dublin 4,1610.25,1472.88,1337.55,1336.32,1338.65,1404.33,1542.15,1662.21,1754.38,1853.6,2000.23,409
"Ballsbridge, Dublin 4",1759.28,1643.4,1486.91,1495.65,1507.46,1541.65,1756.89,1920.62,2010.87,2072.97,2129.46,500
"Donnybrook, Dublin 4",1584.21,1470.99,1355.46,1313.22,1284.36,1396.18,1616.25,1670.29,1770.75,1887.78,2047.72,760
"Ringsend, Dublin 4",1324.25,1208.32,1122.24,1102.51,1065.1,1133,1295.62,1405.49,1460.27,1597.22,1807.84,277
"Sandymount, Dublin 4",1723.52,1558.8,1403.38,1393.47,1414.34,1502.77,1569.49,1664.51,1795.22,1921.92,2031.98,483
Dublin 5,1306.99,1202.77,1067.55,1015.61,1020.14,1038.77,1096.9,1183.19,1268.44,1345.81,1445.17,3053
"Artane, Dublin 5",1264.53,1201.67,1079.14,1007.06,1013.07,1028.22,1084.26,1144.09,1188.78,1330.43,1450.78,1287
"Raheny, Dublin 5",1315.79,1201.56,1087.08,1044.39,1068.97,1101.1,1147.19,1224.18,1305.74,1381.78,1470.11,382
Dublin 6,1488.34,1390.49,1255.53,1217.31,1217.73,1272.66,1381.77,1445.25,1506.82,1607.75,1720.91,905
"Harolds Cross, Dublin 6",1254.13,1176.2,1072.62,990.5,951.43,1039.18,1248.27,1298.85,1326.54,1450.46,1613.59,256
"Milltown, Dublin 6",1550.88,1397.45,1255.52,1216.32,1303.39,1343.33,1435.11,1545.52,1656.96,1796.41,1833.42,743
"Ranelagh, Dublin 6",1664.86,1564.16,1436.54,1392.42,1386.62,1418.49,1502.57,1584.92,1652.83,1807.07,1940.83,441
"Rathgar, Dublin 6",1580.72,1451.38,1249.8,1151.4,1167.13,1261.99,1413.43,1524.1,1513.49,1581.52,1710.48,326
"Rathmines, Dublin 6",1289.71,1238.12,1160.3,1158.91,1112.69,1194.4,1229.61,1194.25,1299.3,1427.39,1526.26,1598
Dublin 6W,1337.08,1220.48,1137.11,1114.21,1116.35,1166.76,1242.43,1349.68,1405.01,1489.57,1581.75,461
"Harolds Cross, Dublin 6W",1301.88,1175.45,1116.89,1097.26,1125.49,1178.98,1278.73,1386.19,1430.92,1585.63,1576.51,855
"Terenure, Dublin 6W",1390.83,1300.73,1185.6,1143.13,1172.93,1244.83,1294.06,1361.23,1453.62,1516.33,1669.89,282
"Cabra, Dublin 7",1181.06,1103.97,1011.85,939.54,913.21,937.03,1004.53,1094.4,1180.85,1297.97,1395.57,66563
"Phibsboro, Dublin 7",1131.18,1103.87,1000.9,894.56,932.96,944.94,1062.54,1121.82,1187.46,1262.17,1337.83,37990
"Stoneybatter, Dublin 7",1253.84,1108.02,983.91,949.74,955.03,980.58,1089.21,1174.93,1273.3,1366.51,1448.46,889
Dublin 8,1296.68,1164.22,1036.51,1012.04,1021.54,1054.07,1137.63,1242.28,1337.89,1445.06,1549.11,18467
"Inchicore, Dublin 8",1202.18,1082.51,917.28,916.3,913.57,914.92,1028.55,1126.12,1228.39,1339.82,1398.07,7357
"Kilmainham , Dublin 8",1317.36,1166.13,1005.53,988.06,1014.39,1071.33,1173.72,1272.23,1403,1456.02,1553.19,4175
"Portobello, Dublin 8",1444.45,1391.19,1289.54,1225.96,1188.58,1248.67,1403.94,1512.88,1698.64,1796.32,1881.45,4189
Dublin 9,1261.09,1133.6,1032.93,1009.54,1026.85,1073.31,1136.04,1224.11,1261.85,1356.17,1480.48,2746
"Drumcondra, Dublin 9",1289.41,1164.02,1061.93,1038.97,1080.87,1131.46,1179.89,1241.33,1293.15,1426.19,1587.96,3097
Dublin 10,1101.82,1027.25,946.44,894.22,880.3,905.19,918.28,975,1055.48,1167.44,1286.9,1335
"Ballyfermot, Dublin 10",1130.38,1027.21,957.11,937.18,923.07,931.31,943.84,987.67,1041.32,1165.73,1285.22,1251
Dublin 11,1197.07,1075.83,987.18,940.91,922.78,931.38,989.81,1076.95,1153.22,1207.67,1306.8,673
"Finglas, Dublin 11",1186.79,1053.58,967.5,924.12,912.28,921.35,972.91,1056.9,1127.02,1183.08,1294.1,2196
"Glasnevin, Dublin 11",1190.13,1105.36,1076.7,977.63,982.21,1009.5,1062.28,1203.33,1350.14,1336.8,1387.32,2795
Dublin 12,1251.72,1134.15,1000.89,973.32,969.31,987.48,1051.01,1130.57,1214.97,1283.49,1353.74,1221
"Crumlin, Dublin 12",1208.47,1099.87,960.95,949.46,948.33,940.66,1000.78,1107.54,1197.83,1225.64,1329.71,1396
"Drimnagh, Dublin 12",1286.64,1170.7,993.7,959.34,955.52,983.32,1065.15,1114.08,1183.82,1262.61,1320.72,2504
"Kimmage, Dublin 12",1293.71,1163.04,1052.37,1025.93,1033.35,1059.47,1115.48,1248.96,1340.82,1385.41,1466.8,2166
"Walkinstown, Dublin 12",1246.38,1130.45,1028.69,1010.69,996.05,1024.36,1071.52,1149.81,1210.16,1333.28,1442.04,17523
Dublin 13,1299.95,1183.33,1036.53,1034.88,1051.96,1067.89,1097.61,1214.36,1354.2,1463.37,1568.16,1743
"Baldoyle, Dublin 13",1309.39,1178.27,1035.57,973.72,961.27,1038.04,1097.51,1180.83,1268,1387.47,1472.26,6755
"Sutton, Dublin 13",1266.33,1155.22,984.98,1004,1061.08,1054.76,1083.91,1249.5,1288.15,1396.46,1568.93,1759
Dublin 14,1477.2,1351.51,1217.79,1187.51,1198.42,1243.5,1343.03,1441.91,1541.94,1662.76,1786.78,4996
"Dundrum, Dublin 14",1559.68,1414.64,1241.55,1193.77,1198.72,1209.91,1343.73,1435.35,1578,1773.65,1863.73,2000
"Rathfarnham, Dublin 14",1306.28,1225.32,1112.54,1091.77,1129.3,1159.34,1245.67,1357.13,1479.23,1578.91,1633.29,2782
Dublin 15,1182.94,1091.56,979.06,941.8,934.67,944.72,1005.08,1096.61,1168.61,1261.8,1364.15,1089
"Blanchardstown, Dublin 15",1172.9,1095.25,971.95,921.32,872.5,849.76,891.61,1014.72,1105.17,1193.8,1271.24,1693
"Castleknock, Dublin 15",1226.55,1120.09,1006.53,1000.76,1004.34,1036.91,1101.34,1208.49,1286.69,1392.12,1521.89,2425
"Clonee, Dublin 15",1113.66,1016.62,929.16,906.73,913.1,911.12,957.57,1057.34,1100.75,1184.97,1301.33,1042
"Clonsilla, Dublin 15",1130.14,1032.86,944.81,917.44,901.56,900.5,973.27,1057.42,1145.04,1247.24,1335.64,1383
"Ongar, Dublin 15",1231.26,1168.3,1003.36,921.36,915.96,964.72,1041.31,1104.63,1197.59,1305.86,1389.52,1818
Dublin 16,1360.06,1254.31,1113.9,1093.33,1081.92,1098.55,1232.71,1382.84,1434.2,1520.31,1748.57,883
"Rathfarnham, Dublin 16",1324.35,1210.39,1095,1040.57,1033.67,1048.13,1209.46,1372.82,1445.32,1523.96,1690.84,935
Dublin 18,1502.81,1406.68,1287.84,1244.36,1245.92,1306.16,1355.03,1425.08,1547.72,1689.73,1772.97,7101
Dublin 20,1183.1,1089.59,986.45,951.69,958.14,1007.01,1054.29,1122.76,1227.57,1310.39,1410.77,3105
"Clondalkin, Dublin 22",1136.3,1055.73,953.67,911,904.63,923.55,967.25,1020.62,1091.76,1159.79,1238.75,1008
Dublin 24,1216.76,1106.07,998.03,956.66,946.62,948.06,997.7,1088.6,1170.14,1220.85,1302.04,2097
"Tallaght, Dublin 24",1203.32,1089.12,982.33,944.02,934.23,929.58,976.73,1060.96,1136.52,1195.43,1278.4,423
Galway,857.62,789.79,715.71,702.87,706.54,709.48,748.51,788.82,839.91,901.12,950.53,1749
Galway City,930.93,861.11,790.47,780.77,776.17,780.96,833.64,868.8,918.54,987.15,1047.28,866
"Oranmore, Galway",815.38,761.74,702.23,689.17,652.96,677.67,726.74,772.31,845.69,902.35,956.52,958
"Tuam, Galway",579.86,562.32,518.16,489.79,468.43,450.89,464.59,506.62,535.78,561.04,672.44,3949
Kerry,679.9,634.06,579.24,546.62,525.22,519.22,524.3,536.79,569.66,605.05,633.76,956
"Killarney, Kerry",773.87,715.36,643.63,609.77,581.89,584.09,610.08,638.38,710.15,727.25,736.14,2210
"Tralee, Kerry",668.34,638.24,605.29,576.79,547.96,540.14,535.25,549.2,565.84,600.81,644.69,783
"Maynooth, Kildare",1147.44,1106.01,930.29,929.28,923.85,913.42,998.38,1161.06,1207.2,1300.87,1369.37,20157
Kilkenny,751.32,687.71,610.58,575.04,564.62,568.45,591.03,620.86,653.61,685.14,743.42,96906
Kilkenny City,762.98,698.51,608.72,583.77,577.38,578.08,605.97,637.2,680.04,720.45,762.79,77460
Laois,673.56,589.14,520.81,502.88,491.89,488.44,513.06,560.68,607.3,653.81,728.93,105935
"Portlaoise, Laois",682.95,598.58,525.43,517.18,507.43,501.97,529.89,588.26,637.63,681.7,766.56,60449
Leitrim,495.89,449.84,396.3,364.4,352.27,359.87,366.38,378.18,404.75,440.15,464.08,36188
Limerick,744.15,698.76,637.82,621.45,601.23,586.5,601.4,620.31,666.77,718.6,799.49,25410
Limerick City,777.81,717.25,642.92,620.91,598.61,582.2,594.71,618.44,672.05,734.17,822.82,14754
"Castletroy, Limerick",781.52,761.19,715.19,689.13,666.48,650.01,688.4,712.68,797.61,809.2,904.02,45901
"Dooradoyle, Limerick",842.59,769.03,702.2,694.09,684.55,674.99,701.05,724.88,782.92,852.76,924.27,52079
Louth,762.61,707.57,639.04,606.61,587.89,586.69,606.19,657.79,734.54,813.81,891.41,30874
"Drogheda, Louth",821.33,748.59,666.88,635.57,619.88,621.82,647.89,705.16,781.57,886.22,952.49,50625
"Dundalk, Louth",685.1,657.81,610.08,578.85,561.93,560.42,576.1,617.27,693.57,760.92,842.14,49189
"Ballina, Mayo",587.71,581.33,570.33,558.77,525.47,518.18,495.52,502.16,530.65,541.15,564.78,44551
"Westport, Mayo",650.71,627.79,616.69,596.88,566.5,547.89,554.72,588.68,625.03,641.47,663.44,65907
Meath,881.2,791.92,717.06,683.61,685.2,685.77,715.5,779.54,860.1,969.39,1049.56,139920
"Ashbourne, Meath",1109.62,988.82,891.83,836.85,837.81,862.07,923.9,1014.63,1123.95,1203.31,1227.67,59962
"Trim, Meath",770.61,735.93,677.69,609.87,633.96,662.22,670.18,708,801.65,911.04,1032.22,26765
Monaghan,613.74,554,511.69,487.89,462.56,464.74,466.43,479.62,508.01,539.91,572.55,54097
"Tullamore, Offaly",725.32,648.38,587.55,560.04,538.12,535.86,555.02,592.25,618.82,666.59,723.11,28499
Roscommon,626.47,556.27,488.78,473.65,460.55,449.22,442.71,448.78,479.08,518.13,579.1,36851
Sligo,624.08,596.48,561.38,548.77,543.4,538.32,553.96,568.27,558.86,619.27,663.55,20611
Tipperary,657.48,607.13,569.81,546.68,519.43,505.52,505.92,520.86,546.94,570.61,601.2,25275
"Nenagh, Tipperary",608.59,585.37,546.05,513.88,484.26,471.75,489.91,510.79,542.11,568.79,608.63,26572
"Thurles, Tipperary",650.27,598.46,564.31,543.15,517.98,528.85,522.48,523.16,547.45,571.89,594.28,62787
Waterford,665.08,623.76,583.87,560.93,546.1,530.91,526.86,544.55,564.89,615.7,676.05,12098
Waterford City,674.85,644.3,601.63,583.52,565.69,544.61,540.42,559.29,573.22,629.3,694.96,54732
"Dungarvan, Waterford",702.48,648.36,594.99,561.42,537.49,518.64,523.98,548.08,568.99,613.54,666.93,25203
Westmeath,643,596.46,545.21,521.46,508.02,506.87,516.68,547.99,580.69,615.5,680.46,27508
"Athlone, Westmeath",664.52,628.29,587.72,552.4,544.94,543.32,547.36,572.98,607.57,644.6,689.78,113863
"Mullingar, Westmeath",625.35,584.99,531.58,508.39,487.26,497.92,513.25,541.94,571.68,615.14,694.56,25482
Wexford,675.93,634.78,582.09,552.64,533.6,523.68,524.17,540.01,574.65,615.86,656.55,63300
"Clonard, Wexford",724.8,689.37,654.41,636.45,622.98,614.26,620.46,618.07,638.3,680.63,718.27,25081
Wicklow,1041.52,961.55,863.37,804.9,776.42,791.51,851.05,901.3,949.75,1020.38,1099.22,10457
"Arklow, Wicklow",824.42,772.97,700.1,668.41,643.21,612.86,614.5,642.57,703.34,776.81,879.13,140511
"Bray, Wicklow",1174.69,1068.44,946.18,909.71,891.29,917.8,1001.54,1070.02,1129.4,1203.38,1293.45,50041
"Greystones, Wicklow",1185.6,1074.39,973.35,945.91,946.84,972.53,1055.89,1139.91,1239.51,1311.16,1352.14,152124
Cork,1127.31,1019.72,979.86,971.88,931.61,971.24,1003.1,1020.31,1114.02,1163.18,1275.87,51770
Cork City,1178.1,1099.7,1065.45,1075.78,1009.4,1060.59,1107.33,1097.46,1209.49,1298.1,1428.1,53212
Dublin,1632.47,1530.95,1402.58,1363.11,1431.05,1528.93,1570.61,1673.53,1825.79,1860.18,1946.59,66762
Dublin 3,1510.79,1375.52,1223.72,1235.58,1242.44,1268.65,1419.3,1483.14,1546.51,1745.82,1833.18,42170
Dublin 4,2162.87,2019.87,1951.43,1955.13,2048.54,2059.22,2174.07,2301.37,2378.49,2359.51,2459.54,19569
Dublin 6,1903.14,1870.3,1792.08,1805.6,1824.58,1771.93,1797.94,1972.5,2064.02,2035.47,2205.11,14123
Dublin 6W,1823.86,1658.05,1485.99,1429.31,1470.73,1635.73,1719.03,1864.93,1963.46,1966.88,2045.72,7232
Dublin 7,1419.25,1468.23,1361.43,1257.21,1278.12,1346.31,1413.58,1544.82,1594.29,1595.67,1739.86,26311
Dublin 8,1653.41,1445.65,1421.53,1378.72,1358.78,1457.27,1561.06,1667.33,1646.3,1761.96,1854.66,32964
Dublin 9,1578.34,1440.02,1299.12,1331.46,1375.04,1514.89,1595.47,1771.79,1766.5,1727.54,1984.59,15478
"Drumcondra, Dublin 9",1638.53,1520.69,1340.26,1365.26,1368.45,1479.49,1604.24,1806.61,1774.67,1729.53,1963.78,18247
Dublin 12,1501.48,1340.01,1183.78,1135.33,1116.59,1176.56,1328.73,1482.5,1569.05,1541.98,1577.01,28596
Dublin 14,1846.67,1858.38,1727.08,1690.81,1740.41,1801.67,1999.86,2295.78,2192.73,2067.54,2286.81,28983
Galway,1095.69,1010.75,969.71,950.22,937.08,989.34,1015.81,1077.93,1200.92,1258.01,1294.29,24633
Kerry,781.63,761.21,674.14,770.06,744.35,526.81,499.72,500.7,513.64,474.73,585.43,35508
Kildare,1255.31,1240.87,1134.28,1046.67,1040.25,1095.71,1161.49,1199.09,1270.11,1360.26,1470.33,79283
Limerick,1084.99,1000.84,968.05,965.06,860.67,759.04,812.4,854.72,860.4,992.6,1157.55,31384
"Castletroy, Limerick",1397.77,1289.45,1523.87,1551.58,1250.05,892.44,1026.3,1058.52,982.64,1314.65,1478.03,15774
Mayo,774.7,698.91,629.42,627.71,595.96,555.3,528.71,537.28,587.96,653.25,671.64,30263
Waterford,767.78,705.3,641.62,653.52,654.94,620.69,646.73,698.03,723.92,761.43,808.3,14433
Wexford,738.61,709.24,632.81,627,602.67,596.88,601.04,615.44,668.13,708.74,804.58,18869
"Tullow, Carlow",722.35,648.27,592.83,581.48,572.9,528.96,537.2,582.87,623.45,638.8,662.68,12079
Cavan,541.89,486.64,448.11,422.47,415.73,411.21,418.12,457.93,486.84,514.09,543.86,13403
Clare,692.79,639.62,573.81,531.66,512.16,501.95,497.99,511.26,559.75,591.02,635.3,115115
"Shannon, Clare",755.1,692.82,598.11,557.1,548.13,543.03,531.5,548.5,600.44,632.69,676.93,22283
Cork,909.88,839.9,768.08,736.04,721.07,732.9,752.47,793.68,870.34,929.96,983.09,33156
Cork City,965.24,901.67,828.86,793.35,772.85,798.49,826.86,865.25,958.2,1029.24,1097.57,5589
"Ballincollig, Cork",1032.96,968.98,842.09,823.44,844.56,844.65,875.81,963.49,1051.56,1128.38,1154.42,27509
"Bandon, Cork",839.44,757.9,682.48,650.98,635.3,695.39,681.19,682.31,753.35,809.96,805.96,11768
"Blackpool, Cork",875.86,793.17,717.38,669.47,659.36,684.09,706.42,740.41,838.16,901.29,974.44,14810
"Blackrock, Cork",1073.99,966.16,822.13,829.07,862.03,883.78,926.83,956.62,998.4,1093.06,1182.64,59641
"Blarney, Cork",864.25,835.62,790.04,722.91,696.17,716.65,747.86,792,841.04,897.96,1023.49,13156
"Carrigaline, Cork",933.89,895.84,828.45,778.16,743.14,742.01,761.52,773.11,855.61,956.85,1000.34,33924
"Carrigtwohill, Cork",890.88,850.72,773.47,771.8,722.67,715.37,719.05,791.49,837.04,902.67,1000.8,12561
"Fermoy, Cork",702.02,654.13,601.19,580.5,554.85,530.79,551.39,591.65,646.97,685.36,743.96,8483
"Kinsale, Cork",940.59,886.1,834.72,800.19,767.49,765.08,773.13,808.4,916.17,1025.47,1065.63,73668
"Mallow, Cork",646.15,604.38,562.06,541.44,525.2,536.23,540.1,568.02,635.25,696.94,772.23,36930
"Midleton, Cork",821.27,722.46,642.62,620.07,607.61,618.24,635.42,696.26,759.81,812.98,874.03,37457
"Rochestown, Cork",1002.5,907.59,829.76,821.25,829.29,816.25,857.28,1012.68,1112.1,1144.7,1171.92,43458
"Wilton, Cork",950.77,864.74,798.46,793.62,790.05,796.46,853.08,892.49,948.03,1002.36,1071.42,31652
"Youghal, Cork",755.39,697.25,628.11,566.37,599.75,608.08,588.86,604.6,649.87,711.48,790.44,15756
Donegal,550.06,521.94,497.19,461.6,434.08,420.82,419.48,436.31,453.31,468.78,491.92,11278
"Letterkenny, Donegal",559.96,557.01,518.09,490.79,456.95,444.07,443.84,471.63,512.04,541.23,557.59,5959
Dublin,1297.03,1179.73,1062.5,1034.47,1041.09,1076.22,1134.43,1218.71,1314.89,1401.74,1513.54,18873
"Balbriggan, Dublin",1075.15,987.36,838.48,795.12,803.36,819.13,837.8,886.41,1004.07,1103.3,1164.9,26844
"Blackrock, Dublin",1576.77,1441.01,1318.8,1285.51,1319.18,1352.82,1452.04,1556.76,1654.15,1760.21,1877.56,12394
"Dun Laoghaire, Dublin",1345.78,1267.36,1189.07,1113.51,1150.94,1273.02,1302.47,1523.98,1686.6,1670.47,1806.16,13453
